"","var.name","var.est","var.stat"
"1","N",2,0.675
"2","Alpha1",0.645634057887831,0.282804515916468
"3","Alpha2",0.350745810138422,0.27971695882191
"4","Lambda1",0.776961622410551,0.546019911299525
"5","Lambda2",0.103020887147314,0.174263861318259
