"","var.name","var.est","var.stat"
"1","N",2,0.95176
"2","Alpha1",0.807229273074546,0.104045577777434
"3","Alpha2",0.191561726265895,0.10395769824851
"4","Lambda1",0.00981621987518919,8.84719983791193e-05
"5","Lambda2",3.98720003878421,2.82994409915992
