"","var.name","var.est","var.stat"
"1","N","3","0.841052631578947"
"2","Alpha1","0.95659706212224","0.0361430016896159"
"3","Alpha2","0.0405256411120825","0.0361630646666377"
"4","Alpha3","0.0028484745257842","0.000640564993806607"
"5","Lambda1","0.0946414212328023","0.000746670226211581"
"6","Lambda2","0.094978508625384","0.0210223998210718"
"7","Lambda3","0.0123158019791883","0.0168617978900623"
