"","var.name","var.est","var.stat"
"1","N","3","0.812105263157895"
"2","Alpha1","0.740172804634369","0.0512384361145614"
"3","Alpha2","0.243040602233554","0.0488852859653056"
"4","Alpha3","0.0166746222769726","0.00567524353066202"
"5","Lambda1","0.104623031040355","0.00251126185643879"
"6","Lambda2","0.106100086061175","0.00775583774108789"
"7","Lambda3","0.0656561512848212","0.210924067832396"
