"","var.name","var.est","var.stat"
"1","N",4,0.697
"2","Alpha1",0.192358948102115,0.147006022080317
"3","Alpha2",0.261968670761424,0.171370492509291
"4","Alpha3",0.292335694316938,0.160911581626802
"5","Alpha4",0.227880583576942,0.158522615520668
"6","Lambda1",0.0423840625053169,0.257858828442171
"7","Lambda2",0.0100171266119345,0.000551078210374197
"8","Lambda3",0.0096961330560978,0.000238380299760981
"9","Lambda4",0.359630794271258,0.964306021902859
